time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-06T10:48:24.460Z,35.5785,-117.372,5.6,4.04,mw,58,27,0.05378,0.14,ci,ci38461879,2019-08-15T09:30:39.040Z,"21km S of Trona, CA",earthquake,0.14,0.36,,6,reviewed,ci,ci
2019-07-06T10:45:06.450Z,35.8965,-117.6621667,9.54,2.93,ml,31,63,0.05218,0.32,ci,ci38461815,2019-07-07T02:46:25.310Z,"22km ESE of Little Lake, CA",earthquake,0.44,0.75,0.148,85,reviewed,ci,ci
2019-07-06T10:43:30.600Z,35.8983345,-117.7269974,3.68,2.98,ml,31,37,0.08952,0.17,ci,ci38461807,2019-08-01T08:28:15.040Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.74,0.26,24,reviewed,ci,ci
2019-07-06T10:41:26.380Z,35.8856659,-117.6983337,7.01,3.19,ml,27,63,0.09299,0.18,ci,ci38461783,2019-07-06T20:50:47.619Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.67,0.218,25,automatic,ci,ci
2019-07-06T10:40:24.670Z,35.6730003,-117.5513306,1.15,3.4,ml,60,44,0.1128,0.2,ci,ci38461775,2019-08-01T08:10:49.040Z,"13km ENE of Ridgecrest, CA",earthquake,0.17,0.41,0.199,21,reviewed,ci,ci
2019-07-06T10:38:31.310Z,35.9111671,-117.7333298,5.28,2.95,ml,30,45,0.07837,0.11,ci,ci38461743,2019-08-01T07:19:31.040Z,"16km E of Little Lake, CA",earthquake,0.22,0.88,0.215,5,reviewed,ci,ci
2019-07-06T10:37:27.910Z,35.6108322,-117.3811646,-0.83,3.82,mw,53,34,0.07036,0.37,ci,ci38461735,2019-08-01T10:11:21.040Z,"17km S of Trona, CA",earthquake,0.33,0.68,,4,reviewed,ci,ci
2019-07-06T10:37:09.190Z,35.8838348,-117.6971664,3.09,3.13,ml,31,61,0.09311,0.14,ci,ci38461727,2019-08-01T06:50:22.040Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.76,0.38,27,reviewed,ci,ci
2019-07-06T10:36:10.610Z,35.6829987,-117.5230026,1.17,3.1,ml,39,61,0.1083,0.16,ci,ci38461719,2019-08-01T06:43:06.040Z,"14km SW of Searles Valley, CA",earthquake,0.18,0.35,0.22,28,reviewed,ci,ci
2019-07-06T10:35:18.100Z,35.5565,-117.3561667,9.21,3.36,ml,11,109,0.03221,0.17,ci,ci38461703,2019-08-15T09:38:31.040Z,"23km S of Trona, CA",earthquake,0.45,0.75,0.174,130,reviewed,ci,ci
2019-07-06T10:35:14.290Z,35.5766667,-117.3483333,2.18,2.95,ml,8,147,0.05327,0.18,ci,ci38461711,2019-07-11T19:09:14.694Z,"21km S of Trona, CA",earthquake,0.82,0.71,,1,reviewed,ci,ci
2019-07-06T10:34:56.680Z,35.9181667,-117.7451667,1.96,2.71,ml,22,43,0.0666,0.21,ci,ci38461695,2019-07-06T10:38:33.677Z,"15km E of Little Lake, CA",earthquake,0.33,0.51,0.163,26,automatic,ci,ci
2019-07-06T10:34:32.760Z,35.8735,-117.7105,1.76,2.53,ml,23,68,0.07843,0.29,ci,ci38461687,2019-07-06T10:45:25.200Z,"19km ESE of Little Lake, CA",earthquake,0.42,0.69,0.201,25,automatic,ci,ci
2019-07-06T10:32:43.530Z,35.7148333,-117.536,3.57,2.72,ml,24,59,0.1124,0.2,ci,ci38461671,2019-07-06T18:03:07.684Z,"13km WSW of Searles Valley, CA",earthquake,0.3,1.03,0.089,22,automatic,ci,ci
2019-07-06T10:31:43.920Z,35.6488342,-117.4544983,2.99,3.53,ml,66,24,0.06251,0.18,ci,ci38461663,2019-07-31T13:22:04.528Z,"14km SSW of Searles Valley, CA",earthquake,0.16,0.37,0.223,20,reviewed,ci,ci
2019-07-06T10:28:43.080Z,35.902668,-117.7288361,4.29,3.03,ml,37,46,0.08588,0.14,ci,ci38461639,2019-07-31T12:53:06.040Z,"16km ESE of Little Lake, CA",earthquake,0.2,0.51,0.263,27,reviewed,ci,ci
2019-07-06T10:27:59.540Z,35.6860008,-117.5531693,8.61,3.21,ml,53,58,0.1239,0.2,ci,ci38461631,2019-07-31T12:23:38.040Z,"13km ENE of Ridgecrest, CA",earthquake,0.19,0.63,0.298,18,reviewed,ci,ci
2019-07-06T10:25:23.970Z,35.8979988,-117.7268295,4.04,3.19,ml,24,43,0.08983,0.17,ci,ci38461607,2019-07-07T00:48:26.373Z,"17km ESE of Little Lake, CA",earthquake,0.28,0.73,0.239,24,reviewed,ci,ci
2019-07-06T10:25:07.030Z,35.8876648,-117.6940002,2.62,3.23,ml,44,60,0.08895,0.2,ci,ci38461599,2019-07-31T11:32:47.040Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.42,0.218,19,reviewed,ci,ci
2019-07-06T10:22:55.870Z,35.8791667,-117.7225,1.91,2.88,ml,22,66,0.07842,0.2,ci,ci38461583,2019-07-09T22:25:50.855Z,"18km ESE of Little Lake, CA",earthquake,0.3,0.49,0.167,26,automatic,ci,ci
2019-07-06T10:19:58.790Z,35.8813333,-117.6918333,2.73,2.73,ml,25,45,0.09109,0.16,ci,ci38461535,2019-07-07T00:49:10.363Z,"20km ESE of Little Lake, CA",earthquake,0.2,0.37,0.144,26,reviewed,ci,ci
2019-07-06T10:19:18.240Z,35.8801667,-117.7168333,5.86,2.89,ml,27,52,0.08142,0.17,ci,ci38461527,2019-07-07T00:49:12.160Z,"18km ESE of Little Lake, CA",earthquake,0.25,0.82,0.239,25,reviewed,ci,ci
2019-07-06T10:16:07.050Z,35.6500015,-117.4573364,-0.09,2.57,ml,29,73,0.1459,0.17,ci,ci38461503,2019-07-06T10:19:56.499Z,"14km SSW of Searles Valley, CA",earthquake,0.27,0.65,0.295,6,automatic,ci,ci
2019-07-06T10:15:01.290Z,35.618,-117.4396667,3.66,2.83,ml,26,68,0.0364,0.21,ci,ci38461495,2019-07-06T10:18:48.489Z,"17km S of Searles Valley, CA",earthquake,0.36,0.84,0.171,26,automatic,ci,ci
2019-07-06T10:11:00.630Z,35.8983333,-117.7213333,5.5,2.7,ml,21,47,0.09334,0.2,ci,ci38461463,2019-07-06T10:14:51.438Z,"17km ESE of Little Lake, CA",earthquake,0.33,1.26,0.12,26,automatic,ci,ci
2019-07-06T10:10:20.740Z,35.9006667,-117.7275,3.15,2.72,ml,22,44,0.08788,0.2,ci,ci38461455,2019-07-06T20:46:56.776Z,"17km ESE of Little Lake, CA",earthquake,0.3,1.24,0.196,25,automatic,ci,ci
2019-07-06T10:09:18.170Z,35.5704994,-117.5198364,8.9,3.52,ml,58,38,0.04962,0.18,ci,ci38461447,2019-07-31T09:56:38.437Z,"15km ESE of Ridgecrest, CA",earthquake,0.17,0.48,0.301,19,reviewed,ci,ci
2019-07-06T10:08:27.030Z,35.7895012,-117.6169968,8.54,3.02,ml,23,95,0.0306,0.16,ci,ci38461431,2019-08-15T09:43:33.040Z,"19km W of Searles Valley, CA",earthquake,0.32,0.74,0.225,23,reviewed,ci,ci
2019-07-06T10:08:02.580Z,35.8541679,-117.6798325,8.54,3.2,ml,35,36,0.0771,0.26,ci,ci38461423,2019-08-15T09:47:20.040Z,"22km ESE of Little Lake, CA",earthquake,0.33,0.87,0.284,20,reviewed,ci,ci
2019-07-06T10:07:57.630Z,35.8896667,-117.5975,-0.06,2.74,ml,16,68,0.04606,0.33,ci,ci38461415,2019-07-06T10:11:58.794Z,"22km NW of Searles Valley, CA",earthquake,0.69,31.61,0.161,5,automatic,ci,ci
2019-07-06T10:07:28.090Z,35.9303333,-117.7171667,0.53,2.74,ml,22,53,0.08376,0.3,ci,ci38461407,2019-07-06T10:11:24.283Z,"17km E of Little Lake, CA",earthquake,0.39,0.74,0.209,25,automatic,ci,ci
2019-07-06T10:05:32.650Z,35.8983345,-117.7286682,2.67,3.43,ml,32,41,0.08841,0.16,ci,ci38461391,2019-08-13T21:38:56.040Z,"17km ESE of Little Lake, CA",earthquake,0.24,0.39,0.148,17,reviewed,ci,ci
2019-07-06T10:05:20.260Z,35.6723328,-117.5426636,4.1,3.09,ml,34,44,0.1079,0.19,ci,ci38461383,2019-07-31T09:04:02.040Z,"13km ENE of Ridgecrest, CA",earthquake,0.24,0.72,0.319,23,reviewed,ci,ci
2019-07-06T10:04:32.030Z,35.7395,-117.5715,2.26,2.72,ml,25,66,0.07896,0.16,ci,ci38461367,2019-07-07T00:50:06.635Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.82,0.133,25,reviewed,ci,ci
2019-07-06T10:03:22.400Z,35.651165,-117.4540024,2.67,2.97,ml,36,74,0.06487,0.16,ci,ci38461351,2019-08-15T09:57:37.040Z,"14km SSW of Searles Valley, CA",earthquake,0.21,0.37,0.157,26,reviewed,ci,ci
2019-07-06T10:02:37.250Z,35.7281685,-117.5986633,7.67,3.22,ml,40,55,0.08739,0.21,ci,ci38461335,2019-08-15T10:02:13.040Z,"14km NNE of Ridgecrest, CA",earthquake,0.26,0.77,0.227,18,reviewed,ci,ci
2019-07-06T10:01:10.450Z,35.925,-117.7103333,3.62,2.85,ml,23,46,0.08881,0.13,ci,ci38461319,2019-07-06T18:48:20.763Z,"18km E of Little Lake, CA",earthquake,0.19,0.63,0.159,26,automatic,ci,ci
2019-07-06T09:59:26.640Z,35.8773346,-117.7083359,5.91,3.75,mw,49,36,0.08259,0.18,ci,ci38461311,2019-07-31T08:37:23.040Z,"19km ESE of Little Lake, CA",earthquake,0.19,0.59,,6,reviewed,ci,ci
2019-07-06T09:57:34.860Z,35.9511681,-117.704834,1.92,3.08,ml,38,42,0.0851,0.13,ci,ci38461295,2019-07-31T08:30:16.040Z,"18km E of Little Lake, CA",earthquake,0.19,0.48,0.253,23,reviewed,ci,ci
2019-07-06T09:54:42.480Z,35.9076667,-117.7301667,4.38,2.75,ml,23,41,0.08234,0.14,ci,ci38461239,2019-07-06T20:45:49.178Z,"16km ESE of Little Lake, CA",earthquake,0.22,0.57,0.148,26,automatic,ci,ci
2019-07-06T09:53:36.030Z,35.9288333,-117.3335,12.03,2.58,ml,9,103,0.05557,0.2,ci,ci38461215,2019-07-06T18:14:27.162Z,"19km NNE of Trona, CA",earthquake,0.69,0.78,0.186,42,reviewed,ci,ci
2019-07-06T09:52:12.710Z,35.8968333,-117.7198333,6.76,2.68,ml,25,39,0.09518,0.15,ci,ci38461199,2019-07-06T10:02:48.910Z,"17km ESE of Little Lake, CA",earthquake,0.25,0.62,0.176,27,automatic,ci,ci
2019-07-06T09:51:16.600Z,35.7803345,-117.6015015,16.97,3.14,ml,15,137,0.03548,0.18,ci,ci38461191,2019-08-15T10:10:08.040Z,"18km W of Searles Valley, CA",earthquake,0.92,1.26,0.34,28,reviewed,ci,ci
2019-07-06T09:50:43.330Z,35.7021675,-117.5913315,2.88,3.07,ml,29,77,0.1134,0.22,ci,ci38461183,2019-07-31T08:10:47.040Z,"12km NE of Ridgecrest, CA",earthquake,0.31,1.35,0.2,21,reviewed,ci,ci
2019-07-06T09:50:37.560Z,35.905,-117.6926667,3.04,2.63,ml,9,88,0.05487,0.05,ci,ci38461175,2019-07-11T18:49:37.059Z,"20km E of Little Lake, CA",earthquake,0.18,0.93,0.085,5,reviewed,ci,ci
2019-07-06T09:49:33.340Z,35.8921661,-117.7193298,6.94,3.3,ml,44,44,0.09127,0.15,ci,ci38461159,2019-07-31T07:51:02.040Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.48,0.183,22,reviewed,ci,ci
2019-07-06T09:48:29.770Z,35.8779984,-117.7161636,2.09,3.41,ml,51,34,0.0798,0.2,ci,ci38461151,2019-07-31T07:41:50.040Z,"18km ESE of Little Lake, CA",earthquake,0.17,0.4,0.242,19,reviewed,ci,ci
2019-07-06T09:47:16.610Z,35.7463341,-117.5758362,1.99,2.63,ml,16,74,0.152,0.12,ci,ci38461135,2019-07-06T20:41:35.412Z,"16km W of Searles Valley, CA",earthquake,0.33,0.75,0.196,8,automatic,ci,ci
2019-07-06T09:46:39.950Z,35.8063316,-117.6275024,2.8,3.34,ml,48,51,0.02612,0.2,ci,ci38461127,2019-07-31T07:29:41.040Z,"21km WNW of Searles Valley, CA",earthquake,0.18,0.37,0.206,20,reviewed,ci,ci
2019-07-06T09:46:17.720Z,35.7393333,-117.4785,3.88,2.52,ml,19,82,0.1232,0.22,ci,ci38461119,2019-07-06T09:50:04.899Z,"7km WSW of Searles Valley, CA",earthquake,0.37,1.16,0.14,28,automatic,ci,ci
2019-07-06T09:43:02.070Z,35.8251667,-117.6466667,7.88,2.73,ml,28,37,0.04104,0.22,ci,ci38461079,2019-07-06T18:00:47.598Z,"23km WNW of Searles Valley, CA",earthquake,0.32,0.92,0.159,25,automatic,ci,ci
2019-07-06T09:41:51.050Z,35.9128333,-117.7306667,4.33,2.6,ml,25,38,0.07949,0.15,ci,ci38461063,2019-07-06T09:53:07.090Z,"16km E of Little Lake, CA",earthquake,0.23,0.6,0.177,24,automatic,ci,ci
2019-07-06T09:40:44.830Z,35.9023333,-117.7281667,2.85,2.57,ml,20,60,0.08651,0.2,ci,ci38461055,2019-07-06T20:41:20.233Z,"16km ESE of Little Lake, CA",earthquake,0.3,0.72,0.139,26,automatic,ci,ci
2019-07-06T09:39:26.300Z,35.5745,-117.5125,6.67,2.83,ml,9,93,0.04271,0.19,ci,ci38461047,2019-07-07T02:02:19.617Z,"16km ESE of Ridgecrest, CA",earthquake,0.52,1.07,0.224,34,reviewed,ci,ci
2019-07-06T09:39:06.540Z,35.8258333,-117.6515,1.63,2.54,ml,17,73,0.04502,0.21,ci,ci38461039,2019-07-06T09:43:02.445Z,"23km N of Ridgecrest, CA",earthquake,0.34,0.56,0.236,27,automatic,ci,ci
2019-07-06T09:38:30.700Z,35.8566667,-117.6283333,6.47,2.66,ml,20,67,0.08178,0.27,ci,ci38461031,2019-07-06T19:34:44.275Z,"22km WNW of Searles Valley, CA",earthquake,0.51,1.43,0.14,26,automatic,ci,ci
2019-07-06T09:36:39.400Z,35.8688316,-117.7050018,4.32,3.24,ml,31,55,0.1218,0.18,ci,ci38461023,2019-07-28T12:44:02.040Z,"20km ESE of Little Lake, CA",earthquake,0.29,1.26,0.248,22,reviewed,ci,ci
2019-07-06T09:35:49.750Z,35.9011667,-117.7016667,2.66,2.7,ml,23,44,0.08816,0.17,ci,ci38461015,2019-07-06T22:37:27.860Z,"19km ESE of Little Lake, CA",earthquake,0.23,0.4,0.116,27,automatic,ci,ci
2019-07-06T09:34:27.970Z,35.8846667,-117.7108333,4.61,3.51,mlr,20,51,0.07994,0.23,ci,ci38461007,2019-07-28T12:34:48.800Z,"19km ESE of Little Lake, CA",earthquake,0.35,0.77,0.134,10,reviewed,ci,ci
2019-07-06T09:33:59.770Z,35.8903333,-117.725,3.78,3.57,mlr,34,57,0.0878,0.22,ci,ci38460999,2019-07-28T12:46:10.218Z,"17km ESE of Little Lake, CA",earthquake,0.2,0.66,0.135,131,reviewed,ci,ci
2019-07-06T09:33:25.100Z,35.8751678,-117.7220001,7.68,3.33,ml,31,38,0.07504,0.18,ci,ci38460991,2019-07-28T12:04:30.040Z,"18km ESE of Little Lake, CA",earthquake,0.3,0.87,0.319,22,reviewed,ci,ci
2019-07-06T09:30:41.240Z,35.9098333,-117.7323333,4.15,4.49,mw,64,36,0.0766,0.13,ci,ci38460983,2019-08-15T11:23:40.040Z,"16km E of Little Lake, CA",earthquake,0.09,0.24,,6,reviewed,ci,ci
2019-07-06T09:29:20.970Z,35.8815,-117.7173333,5.64,4.7,ml,57,35,0.0824,0.14,ci,ci38460975,2019-07-28T11:44:57.040Z,"18km ESE of Little Lake, CA",earthquake,0.14,0.47,0.246,35,reviewed,ci,ci
2019-07-06T09:28:28.980Z,35.898,-117.7271667,3.95,4.89,mw,67,37,0.0896,0.16,ci,ci38460967,2019-08-15T11:28:07.040Z,"17km ESE of Little Lake, CA",earthquake,0.13,0.38,,6,reviewed,ci,ci
2019-07-06T09:27:59.860Z,35.947834,-117.7426682,2.65,2.95,ml,21,64,0.06089,0.14,ci,ci38460959,2019-07-07T00:52:22.518Z,"15km E of Little Lake, CA",earthquake,0.31,0.51,0.178,4,reviewed,ci,ci
2019-07-06T09:27:08.530Z,35.6155014,-117.5846634,9.91,3.53,ml,53,32,0.1039,0.19,ci,ci38460951,2019-07-21T13:17:42.462Z,"8km E of Ridgecrest, CA",earthquake,0.18,0.42,0.287,17,reviewed,ci,ci
2019-07-06T09:26:57.910Z,35.8928333,-117.7165,1.8,2.74,ml,25,38,0.09283,0.25,ci,ci38460943,2019-07-06T09:30:44.763Z,"18km ESE of Little Lake, CA",earthquake,0.34,0.62,0.172,18,automatic,ci,ci
2019-07-06T09:24:23.270Z,35.7999992,-117.6315002,3.21,3.59,mw,36,54,0.1088,0.23,ci,ci38460927,2019-07-21T13:12:17.918Z,"20km NNE of Ridgecrest, CA",earthquake,0.29,0.99,,4,reviewed,ci,ci
2019-07-06T09:23:41.610Z,36.0616684,-117.8525009,1.1,3.01,ml,37,54,0.05583,0.16,ci,ci38460911,2019-07-21T11:54:46.040Z,"9km ENE of Coso Junction, CA",earthquake,0.21,0.32,0.24,25,reviewed,ci,ci
2019-07-06T09:21:23.010Z,35.7475014,-117.5709991,3.99,3.13,ml,40,44,0.07142,0.18,ci,ci38460895,2019-07-21T11:32:00.040Z,"15km W of Searles Valley, CA",earthquake,0.2,0.64,0.248,23,reviewed,ci,ci
2019-07-06T09:20:59.370Z,35.8741684,-117.7236633,6.69,3.07,ml,38,32,0.07354,0.16,ci,ci38460887,2019-07-21T11:16:10.040Z,"18km ESE of Little Lake, CA",earthquake,0.24,0.57,0.246,21,reviewed,ci,ci
2019-07-06T09:19:18.600Z,35.8258333,-117.65,4.2,2.71,ml,27,38,0.04383,0.2,ci,ci38460863,2019-07-06T09:30:18.240Z,"23km N of Ridgecrest, CA",earthquake,0.27,0.62,0.199,25,automatic,ci,ci
2019-07-06T09:17:44.770Z,35.7126667,-117.5276667,12.19,2.74,ml,21,76,0.1175,0.23,ci,ci38460855,2019-07-06T09:21:41.715Z,"13km WSW of Searles Valley, CA",earthquake,0.44,1.04,0.183,25,automatic,ci,ci
2019-07-06T09:16:35.070Z,35.9146667,-117.7125,2.98,2.56,ml,26,43,0.09213,0.21,ci,ci38460839,2019-07-06T09:20:22.598Z,"18km E of Little Lake, CA",earthquake,0.28,1.57,0.178,25,automatic,ci,ci
2019-07-06T09:14:51.090Z,35.9125,-117.7346667,3.13,2.81,ml,20,46,0.07678,0.19,ci,ci38460823,2019-07-06T09:18:36.776Z,"16km E of Little Lake, CA",earthquake,0.32,1.27,0.245,25,automatic,ci,ci
2019-07-06T09:12:39.550Z,35.7693329,-117.4974976,6.86,2.97,ml,25,142,0.09357,0.51,ci,ci38460791,2019-07-07T00:54:03.256Z,"8km W of Searles Valley, CA",earthquake,0.98,2.57,0.35,21,reviewed,ci,ci
2019-07-06T09:11:58.680Z,35.9113333,-117.7466667,4.46,2.5,ml,23,48,0.06903,0.22,ci,ci38460783,2019-07-06T09:15:45.723Z,"15km E of Little Lake, CA",earthquake,0.38,0.92,0.19,25,automatic,ci,ci
2019-07-06T09:08:03.370Z,35.882,-117.7298355,4.56,3.41,ml,43,39,0.07862,0.18,ci,ci38460743,2019-07-21T10:47:14.040Z,"17km ESE of Little Lake, CA",earthquake,0.22,0.61,0.302,20,reviewed,ci,ci
2019-07-06T09:07:10.470Z,35.7366667,-117.5683333,6.85,2.66,ml,24,66,0.08239,0.21,ci,ci38460735,2019-07-06T09:11:05.141Z,"15km WSW of Searles Valley, CA",earthquake,0.3,0.89,0.094,25,automatic,ci,ci
2019-07-06T09:06:21.770Z,35.6713333,-117.4720001,2.85,3.38,ml,49,56,0.08502,0.16,ci,ci38460727,2019-07-21T09:18:55.040Z,"12km SSW of Searles Valley, CA",earthquake,0.18,0.41,0.238,18,reviewed,ci,ci
2019-07-06T09:05:25.695Z,35.7981,-117.6196,8.19,3,ml,,85,0.322,0.76,us,us70004c7n,2019-08-15T11:34:00.040Z,"19km W of Searles Valley, California",earthquake,0.8,9.4,0.046,62,reviewed,us,us
2019-07-06T09:04:10.730Z,35.8473333,-117.6775,3.58,2.59,ml,13,75,0.07224,0.25,ci,ci38460695,2019-07-06T09:08:09.849Z,"23km ESE of Little Lake, CA",earthquake,0.49,1.36,0.099,26,automatic,ci,ci
2019-07-06T09:04:03.090Z,35.7068333,-117.5576667,11.01,2.5,ml,18,73,0.1134,0.22,ci,ci38460687,2019-07-06T20:38:53.366Z,"14km NE of Ridgecrest, CA",earthquake,0.47,0.94,0.149,7,automatic,ci,ci
2019-07-06T09:03:08.730Z,35.6666679,-117.302002,-0.82,3,ml,23,224,0.1503,0.56,ci,ci38460671,2019-08-15T11:44:49.040Z,"13km SSE of Trona, CA",earthquake,2.3,2.73,0.225,24,reviewed,ci,ci
2019-07-06T09:02:58.400Z,35.9196667,-117.761,7.79,2.8,ml,8,83,0.05474,0.2,ci,ci38460679,2019-07-06T09:07:00.843Z,"13km E of Little Lake, CA",earthquake,0.83,2.04,0.31,19,automatic,ci,ci
2019-07-06T09:02:22.200Z,35.5708333,-117.362,4.34,3.03,ml,23,75,0.04583,0.17,ci,ci38460655,2019-07-21T08:09:40.040Z,"22km S of Trona, CA",earthquake,0.23,0.44,0.174,59,reviewed,ci,ci
2019-07-06T09:02:08.840Z,35.5836667,-117.6823333,8.88,2.56,ml,5,222,0.2416,0.13,ci,ci38460663,2019-07-06T09:05:55.838Z,"4km S of Ridgecrest, CA",earthquake,2.1,31.61,0.151,3,automatic,ci,ci
2019-07-06T09:00:56.150Z,35.8981667,-117.7336667,2.83,3.22,ml,17,75,0.08523,0.16,ci,ci38460647,2019-08-15T11:50:35.040Z,"16km ESE of Little Lake, CA",earthquake,0.31,0.57,0.227,13,reviewed,ci,ci
2019-07-06T08:59:57.510Z,35.5498333,-117.3855,3.71,3.96,mw,34,71,0.03015,0.17,ci,ci38460639,2019-08-15T05:49:13.040Z,"24km S of Trona, CA",earthquake,0.22,0.56,,4,reviewed,ci,ci
2019-07-06T08:59:55.720Z,35.6021667,-117.3878333,6.72,3.6,mlr,27,73,0.06259,0.12,ci,ci38460631,2019-08-19T22:15:08.000Z,"18km S of Trona, CA",earthquake,0.26,0.57,0.203,3,reviewed,ci,ci
2019-07-06T08:59:09.280Z,35.8633333,-117.6728333,2.74,3.26,ml,21,46,0.07747,0.11,ci,ci38460623,2019-08-16T08:34:41.040Z,"23km ESE of Little Lake, CA",earthquake,0.12,0.21,0.112,28,reviewed,ci,ci
2019-07-06T08:58:58.940Z,35.9103333,-117.7301667,2.89,2.51,ml,26,40,0.08102,0.18,ci,ci38460615,2019-07-06T09:09:47.660Z,"16km E of Little Lake, CA",earthquake,0.26,0.74,0.339,23,automatic,ci,ci
2019-07-06T08:57:50.250Z,35.6738333,-117.5416667,8.86,2.71,ml,17,95,0.1086,0.15,ci,ci38460607,2019-07-06T09:01:41.280Z,"14km ENE of Ridgecrest, CA",earthquake,0.35,0.98,0.126,33,automatic,ci,ci
2019-07-06T08:57:08.370Z,35.667,-117.4226667,8.64,2.76,ml,13,152,0.08654,0.32,ci,ci38460599,2019-07-06T20:29:11.697Z,"11km S of Searles Valley, CA",earthquake,1.14,3.06,0.307,26,automatic,ci,ci
2019-07-06T08:56:42.890Z,35.9248333,-117.7128333,4.26,2.54,ml,16,44,0.08855,0.15,ci,ci38460591,2019-07-11T18:59:56.050Z,"18km E of Little Lake, CA",earthquake,0.23,0.52,0.102,23,reviewed,ci,ci
2019-07-06T08:56:33.220Z,35.6463333,-117.4381667,7.28,2.64,ml,11,121,0.06283,0.18,ci,ci37421141,2019-07-11T19:03:04.104Z,"14km SSW of Searles Valley, CA",earthquake,0.38,1.08,0.045,2,reviewed,ci,ci
2019-07-06T08:50:53.360Z,35.6341667,-117.4318333,5.92,2.57,ml,19,97,0.05361,0.15,ci,ci38460527,2019-07-06T13:46:40.160Z,"15km S of Searles Valley, CA",earthquake,0.31,0.72,0.211,26,automatic,ci,ci
2019-07-06T08:46:32.640Z,35.6778336,-117.5970001,5.47,3.3,ml,45,56,0.1258,0.25,ci,ci38460471,2019-08-16T08:35:31.040Z,"10km NE of Ridgecrest, CA",earthquake,0.25,1.17,0.257,20,reviewed,ci,ci
2019-07-06T08:43:09.830Z,35.7006667,-117.5088333,10.49,2.64,ml,16,102,0.1201,0.17,ci,ci38460439,2019-07-06T13:38:23.938Z,"12km SW of Searles Valley, CA",earthquake,0.3,0.76,0.119,32,automatic,ci,ci
2019-07-06T08:42:46.950Z,35.6465,-117.4338333,8.38,2.73,ml,19,94,0.06418,0.14,ci,ci38460431,2019-07-06T20:23:08.895Z,"14km SSW of Searles Valley, CA",earthquake,0.3,0.66,0.151,29,automatic,ci,ci
2019-07-06T08:41:33.060Z,35.7029991,-117.5076675,2.43,3.42,ml,54,61,0.122,0.18,ci,ci38460415,2019-07-31T09:43:15.040Z,"12km SW of Searles Valley, CA",earthquake,0.16,0.33,0.263,18,reviewed,ci,ci
2019-07-06T08:40:45.670Z,35.8996667,-117.7041667,5.62,2.82,ml,18,44,0.1034,0.18,ci,ci38460399,2019-07-06T13:37:50.879Z,"19km ESE of Little Lake, CA",earthquake,0.32,1.38,0.142,18,automatic,ci,ci
2019-07-06T08:40:30.700Z,35.6071667,-117.4175,4.23,3.22,ml,9,126,0.04186,0.14,ci,ci38460391,2019-07-31T09:41:57.040Z,"18km S of Trona, CA",earthquake,0.33,0.51,0.418,5,reviewed,ci,ci
2019-07-06T08:39:42.800Z,35.9226685,-117.7115021,1.84,3.12,ml,31,57,0.09021,0.16,ci,ci38460375,2019-07-31T09:40:53.040Z,"18km E of Little Lake, CA",earthquake,0.22,0.35,0.252,24,reviewed,ci,ci
2019-07-06T08:38:41.520Z,35.9675,-117.312,3.97,2.57,ml,16,69,0.07986,0.23,ci,ci38460359,2019-07-06T20:22:36.342Z,"23km NNE of Trona, CA",earthquake,0.5,1.26,0.197,22,automatic,ci,ci
2019-07-06T08:36:48.940Z,35.6776657,-117.4923325,1.31,3.08,ml,23,73,0.09422,0.15,ci,ci38460335,2019-07-31T09:38:32.040Z,"13km SW of Searles Valley, CA",earthquake,0.22,0.48,0.257,26,reviewed,ci,ci
2019-07-06T08:35:25.880Z,35.8133333,-117.637,6.09,2.83,ml,16,59,0.03219,0.16,ci,ci38460319,2019-07-06T08:39:07.378Z,"22km WNW of Searles Valley, CA",earthquake,0.3,0.6,0.128,6,automatic,ci,ci
2019-07-06T08:32:57.550Z,35.639,-117.4913333,3.14,4.56,mw,83,24,0.05751,0.15,ci,ci38460311,2019-08-15T05:43:43.040Z,"16km SSW of Searles Valley, CA",earthquake,0.11,0.27,,6,reviewed,ci,ci
2019-07-06T08:32:49.880Z,35.7176667,-117.5425,7.25,2.63,ml,19,68,0.1076,0.19,ci,ci38460303,2019-07-06T08:36:31.327Z,"14km WSW of Searles Valley, CA",earthquake,0.33,0.93,0.149,8,automatic,ci,ci
2019-07-06T08:32:32.930Z,35.6201667,-117.435,6.42,2.64,ml,21,122,0.04025,0.21,ci,ci38460295,2019-07-06T12:58:34.974Z,"17km S of Searles Valley, CA",earthquake,0.39,0.96,0.132,27,automatic,ci,ci
2019-07-06T08:31:09.330Z,35.8951683,-117.7228317,4.18,3.23,ml,42,43,0.09293,0.15,ci,ci38460279,2019-07-31T09:34:24.040Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.49,0.262,21,reviewed,ci,ci
2019-07-06T08:30:20.280Z,35.6931667,-117.4748333,0.36,2.51,ml,12,104,0.1578,0.26,ci,ci38460271,2019-07-06T08:34:23.162Z,"10km SW of Searles Valley, CA",earthquake,0.63,31.61,0.181,26,automatic,ci,ci
